height,weight,collage,born,birth_city,birth_state,year_start,year_end,Year,Age,G,GS,MP,PER,ORB%,DRB%,TRB%,ORB,DRB,TRB,PTS,NBA_Years,SevereInjury,total_years
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",12.0,0.0,103.0,3.3,1.1,11.8,6.6,1.0,11.0,12.0,19.0,"(5, 11]",1,"(5, 8]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",67.0,59.0,2072.0,10.7,1.5,8.4,4.9,28.0,150.0,178.0,494.0,"(-1, 5]",1,"(5, 8]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",51.0,5.0,774.0,5.6,1.4,6.3,3.9,9.0,43.0,52.0,125.0,"(5, 11]",2,"(5, 8]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",63.0,9.0,1226.0,8.4,1.3,8.4,4.8,14.0,88.0,102.0,237.0,"(5, 11]",2,"(5, 8]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",46.0,9.0,820.0,8.0,1.5,7.5,4.6,11.0,57.0,68.0,133.0,"(5, 11]",2,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",60.0,9.0,783.0,12.2,7.9,16.0,11.9,56.0,111.0,167.0,270.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",76.0,76.0,2608.0,16.5,8.1,23.2,15.6,184.0,520.0,704.0,1408.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",32.0,15.0,838.0,15.7,7.2,24.1,15.7,51.0,174.0,225.0,397.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",47.0,33.0,1372.0,15.3,7.9,23.5,15.8,89.0,275.0,364.0,616.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",66.0,52.0,1363.0,16.3,8.1,22.1,15.2,97.0,275.0,372.0,693.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",39.0,13.0,736.0,17.0,7.8,25.4,16.6,54.0,175.0,229.0,404.0,"(5, 11]",3,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",74.0,13.0,1398.0,17.3,11.6,25.2,18.5,149.0,335.0,484.0,638.0,"(5, 11]",3,"(11, 14]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",16.0,2.0,112.0,11.1,6.8,16.5,11.6,7.0,17.0,24.0,44.0,"(11, 17]",2,"(11, 14]"
"(203, 215]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",24.0,4.0,362.0,12.2,7.6,13.6,10.5,25.0,43.0,68.0,112.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",16.0,0.0,80.0,15.2,12.1,13.3,12.7,9.0,10.0,19.0,36.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",45.0,45.0,1712.0,23.7,1.3,11.9,6.5,20.0,171.0,191.0,841.0,"(-1, 5]",1,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",80.0,80.0,2880.0,23.7,1.6,12.3,6.9,38.0,289.0,327.0,1268.0,"(-1, 5]",1,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",60.0,60.0,2181.0,27.0,2.3,9.4,5.8,42.0,171.0,213.0,1189.0,"(5, 11]",2,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",70.0,70.0,2335.0,26.4,2.8,10.5,6.7,53.0,209.0,262.0,1186.0,"(5, 11]",3,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",62.0,62.0,2171.0,25.9,2.0,11.4,6.9,38.0,230.0,268.0,1185.0,"(5, 11]",2,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,82.0,2857.0,26.0,2.1,12.5,7.4,52.0,324.0,376.0,1564.0,"(5, 11]",2,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",74.0,74.0,2420.0,26.2,1.8,12.0,7.0,39.0,271.0,310.0,1446.0,"(5, 11]",3,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",61.0,61.0,1921.0,26.2,2.5,14.9,8.8,41.0,263.0,304.0,1104.0,"(5, 11]",2,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",25.0,0.0,223.0,9.3,0.5,8.1,4.1,1.0,15.0,16.0,56.0,"(-1, 5]",1,"(5, 8]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",41.0,0.0,292.0,7.5,1.2,8.5,5.0,3.0,22.0,25.0,81.0,"(-1, 5]",1,"(5, 8]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",7.0,0.0,78.0,1.3,1.4,1.6,1.5,1.0,1.0,2.0,10.0,"(5, 11]",1,"(5, 8]"
"(203, 215]","(119, 131]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",18.0,0.0,224.0,6.5,9.6,19.6,14.7,19.0,40.0,59.0,37.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",66.0,51.0,1431.0,8.3,3.4,15.1,9.2,43.0,190.0,233.0,306.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",57.0,11.0,924.0,7.8,6.1,16.1,11.0,51.0,133.0,184.0,231.0,"(-1, 5]",2,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",25.0,0.0,250.0,8.8,8.2,17.5,12.8,18.0,37.0,55.0,75.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",34.0,10.0,441.0,12.0,11.4,21.4,16.1,44.0,73.0,117.0,152.0,"(5, 11]",1,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",57.0,29.0,995.0,18.0,11.2,22.7,16.7,95.0,176.0,271.0,424.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",28.0,4.0,481.0,12.4,9.8,19.7,14.9,38.0,84.0,122.0,152.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",61.0,7.0,830.0,15.3,8.1,17.3,12.8,55.0,125.0,180.0,259.0,"(5, 11]",2,"(8, 11]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",24.0,1.0,186.0,18.6,11.6,15.8,13.7,19.0,26.0,45.0,70.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",3.0,0.0,4.0,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",8.0,0.0,126.0,16.5,8.8,9.4,9.1,10.0,10.0,20.0,48.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",44.0,18.0,947.0,9.0,3.2,12.0,7.5,27.0,96.0,123.0,303.0,"(-1, 5]",2,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",7.0,0.0,102.0,4.8,4.4,11.5,7.8,4.0,10.0,14.0,17.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",17.0,0.0,145.0,16.4,9.4,19.4,14.3,13.0,25.0,38.0,61.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",13.0,0.0,107.0,15.1,14.3,15.5,14.9,14.0,15.0,29.0,35.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,82.0,1773.0,11.7,9.4,21.1,15.0,151.0,314.0,465.0,358.0,"(-1, 5]",1,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",74.0,63.0,2079.0,16.2,11.9,20.7,16.3,219.0,380.0,599.0,582.0,"(-1, 5]",2,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",54.0,9.0,1039.0,8.9,7.3,18.0,12.4,72.0,162.0,234.0,172.0,"(5, 11]",3,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",74.0,1.0,1209.0,10.7,10.5,18.2,14.2,113.0,186.0,299.0,198.0,"(5, 11]",1,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",61.0,1.0,754.0,10.0,10.5,21.8,16.1,69.0,141.0,210.0,132.0,"(5, 11]",1,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",29.0,0.0,255.0,10.4,8.1,14.9,11.5,18.0,33.0,51.0,50.0,"(5, 11]",1,"(8, 11]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",2.0,0.0,24.0,1.6,0.0,37.0,18.4,0.0,8.0,8.0,4.0,"(5, 11]",2,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",39.0,7.0,647.0,8.4,3.8,13.8,8.7,22.0,75.0,97.0,210.0,"(-1, 5]",2,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",17.0,2.0,154.0,2.2,2.9,15.4,9.2,4.0,22.0,26.0,31.0,"(-1, 5]",2,"(-1, 2]"
"(191, 203]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",8.0,0.0,36.0,11.6,6.0,12.1,9.0,2.0,4.0,6.0,10.0,"(-1, 5]",2,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",12.0,0.0,90.0,12.1,12.3,31.8,22.1,10.0,26.0,36.0,32.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",77.0,35.0,1471.0,18.3,14.4,22.7,18.5,194.0,300.0,494.0,542.0,"(-1, 5]",2,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",65.0,59.0,1551.0,21.4,12.5,24.5,18.5,178.0,348.0,526.0,818.0,"(-1, 5]",2,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",7.0,1.0,113.0,5.1,3.9,14.0,8.9,4.0,14.0,18.0,28.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",82.0,3.0,1416.0,13.1,9.4,18.8,14.1,118.0,235.0,353.0,490.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",62.0,45.0,1487.0,14.1,7.0,20.1,13.4,97.0,265.0,362.0,472.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",73.0,60.0,1774.0,16.1,8.4,19.7,14.0,138.0,317.0,455.0,638.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(23, 29]",62.0,58.0,1725.0,16.7,8.6,17.3,12.9,135.0,270.0,405.0,639.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",18.0,0.0,142.0,7.0,11.1,17.5,14.4,13.0,22.0,35.0,18.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",26.0,0.0,173.0,17.7,9.2,21.6,15.8,13.0,35.0,48.0,57.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",30.0,0.0,213.0,7.3,6.5,23.7,15.2,12.0,45.0,57.0,50.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",46.0,2.0,330.0,19.1,12.8,33.8,23.0,37.0,92.0,129.0,92.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",61.0,16.0,976.0,18.1,11.6,28.9,20.0,101.0,237.0,338.0,338.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",60.0,5.0,800.0,21.3,11.9,27.1,19.6,86.0,202.0,288.0,328.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",62.0,0.0,531.0,12.7,11.0,23.9,17.4,51.0,107.0,158.0,105.0,"(5, 11]",1,"(5, 8]"
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",82.0,82.0,2482.0,12.1,3.1,9.6,6.3,70.0,209.0,279.0,1066.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",69.0,24.0,1510.0,11.0,4.2,8.9,6.5,57.0,118.0,175.0,552.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",59.0,17.0,1287.0,13.7,4.0,9.4,6.8,43.0,107.0,150.0,525.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,2.0,2003.0,14.7,3.1,9.9,6.6,55.0,180.0,235.0,990.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",81.0,81.0,2609.0,12.7,2.6,6.2,4.3,63.0,144.0,207.0,998.0,"(5, 11]",1,"(8, 11]"
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",80.0,17.0,2087.0,13.9,4.2,11.7,7.9,80.0,217.0,297.0,917.0,"(5, 11]",1,"(8, 11]"
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",82.0,12.0,1669.0,9.9,2.8,10.4,6.6,42.0,157.0,199.0,590.0,"(5, 11]",1,"(8, 11]"
"(203, 215]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(29, 35]",82.0,11.0,1281.0,9.1,2.7,11.5,7.1,32.0,134.0,166.0,371.0,"(5, 11]",1,"(8, 11]"
"(191, 203]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",70.0,49.0,2081.0,20.3,4.9,15.2,10.0,92.0,281.0,373.0,1387.0,"(5, 11]",1,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",67.0,18.0,1401.0,15.8,3.6,16.8,10.0,44.0,197.0,241.0,805.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",32.0,28.0,881.0,14.1,2.6,14.0,8.1,21.0,104.0,125.0,480.0,"(11, 17]",1,"(11, 14]"
"(191, 203]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",18.0,0.0,257.0,7.9,2.2,9.1,5.6,5.0,20.0,25.0,95.0,"(11, 17]",2,"(11, 14]"
"(191, 203]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",38.0,0.0,423.0,4.1,1.8,7.9,4.7,7.0,28.0,35.0,150.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",6.0,0.0,32.0,12.6,3.5,7.4,5.4,1.0,2.0,3.0,14.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",50.0,1.0,531.0,13.2,10.0,20.6,15.3,47.0,98.0,145.0,183.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",8.0,0.0,50.0,12.7,12.7,22.2,17.4,6.0,10.0,16.0,22.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",29.0,1.0,266.0,6.9,2.2,8.5,5.4,5.0,20.0,25.0,58.0,"(-1, 5]",1,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",28.0,9.0,388.0,13.5,3.8,11.3,7.7,12.0,40.0,52.0,126.0,"(-1, 5]",1,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",68.0,19.0,936.0,14.7,4.0,8.7,6.4,32.0,75.0,107.0,343.0,"(-1, 5]",1,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",79.0,14.0,1444.0,15.5,3.5,11.4,7.5,44.0,148.0,192.0,535.0,"(-1, 5]",2,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",80.0,4.0,2046.0,12.4,2.2,9.4,5.9,39.0,171.0,210.0,677.0,"(-1, 5]",1,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",80.0,22.0,2003.0,13.2,2.9,10.4,6.6,51.0,184.0,235.0,740.0,"(-1, 5]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",3.0,0.0,6.0,23.9,0.0,18.0,8.8,0.0,1.0,1.0,6.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",10.0,0.0,95.0,9.9,7.4,11.2,9.3,6.0,9.0,15.0,35.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",71.0,66.0,2375.0,12.8,2.8,9.7,6.1,60.0,192.0,252.0,885.0,"(-1, 5]",1,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",81.0,1.0,1723.0,12.6,3.3,10.4,6.9,51.0,158.0,209.0,672.0,"(-1, 5]",1,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",58.0,26.0,1757.0,12.6,1.7,8.9,5.2,26.0,133.0,159.0,660.0,"(-1, 5]",1,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",78.0,39.0,1941.0,11.7,1.9,9.4,5.8,31.0,159.0,190.0,612.0,"(-1, 5]",2,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",30.0,0.0,504.0,14.6,1.8,9.5,5.5,8.0,41.0,49.0,221.0,"(-1, 5]",2,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",77.0,74.0,2354.0,11.5,1.0,7.6,4.3,21.0,157.0,178.0,777.0,"(5, 11]",2,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",51.0,37.0,1489.0,11.7,1.4,7.9,4.5,19.0,99.0,118.0,511.0,"(5, 11]",2,"(8, 11]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",77.0,74.0,2459.0,12.1,2.3,9.1,5.7,53.0,207.0,260.0,835.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",3.0,0.0,33.0,0.1,7.0,7.0,7.0,2.0,2.0,4.0,8.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",14.0,1.0,88.0,4.3,6.3,12.7,9.5,5.0,10.0,15.0,22.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",75.0,2.0,1232.0,16.9,9.1,18.0,13.5,97.0,190.0,287.0,585.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",48.0,0.0,586.0,15.4,8.7,14.7,11.7,43.0,74.0,117.0,258.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",47.0,0.0,464.0,13.6,8.1,19.8,13.8,33.0,77.0,110.0,156.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(119, 131]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",31.0,4.0,321.0,17.6,10.0,23.1,16.7,30.0,72.0,102.0,105.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(119, 131]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(23, 29]",66.0,0.0,1040.0,15.2,12.8,19.5,16.1,124.0,187.0,311.0,316.0,"(-1, 5]",2,"(-1, 2]"
"(179, 191]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",80.0,48.0,2259.0,13.2,2.2,11.2,6.5,47.0,227.0,274.0,1054.0,"(-1, 5]",2,"(-1, 2]"
"(179, 191]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",63.0,60.0,1811.0,15.3,1.8,11.9,6.7,31.0,191.0,222.0,984.0,"(-1, 5]",2,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",80.0,2.0,1472.0,11.2,0.9,6.9,4.0,11.0,86.0,97.0,508.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",82.0,82.0,2757.0,15.9,1.7,8.3,4.9,38.0,187.0,225.0,1178.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",48.0,46.0,1408.0,14.1,1.9,7.2,4.4,24.0,85.0,109.0,532.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",76.0,5.0,1226.0,11.0,1.9,6.3,4.1,20.0,71.0,91.0,356.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",71.0,9.0,1939.0,16.2,0.9,6.7,3.8,15.0,115.0,130.0,930.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,14.0,1964.0,13.9,1.1,7.9,4.4,20.0,141.0,161.0,777.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",62.0,0.0,1178.0,13.9,0.8,8.0,4.4,8.0,87.0,95.0,467.0,"(5, 11]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",78.0,20.0,1538.0,11.0,1.0,7.4,4.1,15.0,102.0,117.0,616.0,"(5, 11]",1,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",2.0,0.0,59.0,4.7,1.9,12.0,6.7,1.0,6.0,7.0,12.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",3.0,0.0,15.0,16.1,7.4,31.6,19.1,1.0,4.0,5.0,7.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",12.0,0.0,102.0,25.9,11.6,14.2,12.9,10.0,13.0,23.0,59.0,"(-1, 5]",1,"(2, 5]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",23.0,0.0,219.0,10.1,6.6,20.7,13.9,12.0,40.0,52.0,65.0,"(-1, 5]",2,"(2, 5]"
