height,weight,collage,born,birth_city,birth_state,year_start,year_end,Year,Age,G,GS,MP,PER,ORB%,DRB%,TRB%,ORB,DRB,TRB,PTS,NBA_Years,SevereInjury,total_years
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",59.0,19.0,1400.0,13.6,3.1,9.5,6.3,38.0,119.0,157.0,650.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",59.0,22.0,1402.0,13.1,3.5,8.7,6.0,44.0,105.0,149.0,617.0,"(5, 11]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",29.0,1.0,251.0,4.7,3.2,9.5,6.4,7.0,21.0,28.0,63.0,"(5, 11]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",5.0,2.0,89.0,4.4,0.0,1.3,0.7,0.0,1.0,1.0,20.0,"(5, 11]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",36.0,18.0,796.0,12.8,2.3,9.0,5.6,16.0,62.0,78.0,250.0,"(-1, 5]",1,"(11, 14]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",73.0,0.0,1261.0,14.3,2.8,11.6,7.2,29.0,120.0,149.0,479.0,"(5, 11]",1,"(11, 14]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",58.0,27.0,1092.0,11.0,3.8,8.7,6.2,39.0,84.0,123.0,318.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",17.0,4.0,320.0,7.4,0.7,12.2,6.4,2.0,35.0,37.0,63.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",76.0,54.0,1974.0,14.5,4.1,10.8,7.5,67.0,179.0,246.0,629.0,"(5, 11]",1,"(11, 14]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",78.0,2.0,1468.0,12.9,3.3,10.0,6.7,43.0,140.0,183.0,461.0,"(5, 11]",1,"(11, 14]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",78.0,3.0,1520.0,13.8,3.2,8.5,6.0,42.0,127.0,169.0,488.0,"(5, 11]",2,"(11, 14]"
"(191, 203]","(83, 95]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",76.0,3.0,1345.0,10.1,2.4,9.4,6.2,28.0,123.0,151.0,389.0,"(11, 17]",2,"(11, 14]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",6.0,0.0,53.0,6.2,15.6,15.6,15.6,7.0,7.0,14.0,14.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",16.0,0.0,198.0,15.9,17.2,24.3,20.9,28.0,42.0,70.0,67.0,"(5, 11]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",14.0,0.0,95.0,7.7,8.3,21.2,14.8,7.0,18.0,25.0,20.0,"(5, 11]",1,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",5.0,0.0,25.0,11.4,17.3,35.6,26.3,4.0,8.0,12.0,7.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(23, 29]",18.0,0.0,234.0,24.1,19.3,20.8,20.0,41.0,44.0,85.0,148.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",75.0,75.0,2385.0,14.7,7.7,15.2,11.5,158.0,319.0,477.0,898.0,"(5, 11]",1,"(14, 17]"
"(191, 203]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",80.0,27.0,2253.0,17.0,9.1,19.2,14.3,168.0,383.0,551.0,999.0,"(5, 11]",2,"(14, 17]"
"(191, 203]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",63.0,63.0,1919.0,15.0,8.6,18.6,13.6,145.0,320.0,465.0,670.0,"(11, 17]",2,"(14, 17]"
"(191, 203]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",67.0,67.0,2010.0,18.0,8.2,20.6,14.5,146.0,379.0,525.0,812.0,"(11, 17]",2,"(14, 17]"
"(191, 203]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(29, 35]",76.0,76.0,2409.0,13.7,6.4,17.4,11.9,132.0,365.0,497.0,791.0,"(11, 17]",2,"(14, 17]"
"(191, 203]","(95, 107]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(35, 41]",57.0,24.0,1101.0,11.0,6.8,14.2,10.5,64.0,138.0,202.0,276.0,"(11, 17]",2,"(14, 17]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",20.0,0.0,108.0,20.0,10.3,19.3,14.8,10.0,19.0,29.0,57.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",7.0,0.0,41.0,7.4,13.4,18.6,16.0,5.0,7.0,12.0,11.0,"(-1, 5]",2,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(23, 29]",30.0,3.0,287.0,10.1,1.6,11.7,6.7,4.0,30.0,34.0,90.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",64.0,0.0,779.0,11.9,1.7,11.7,6.7,12.0,80.0,92.0,230.0,"(-1, 5]",1,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",31.0,3.0,416.0,11.3,0.8,10.0,5.4,3.0,37.0,40.0,143.0,"(-1, 5]",1,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",73.0,11.0,1490.0,13.2,1.6,10.7,6.2,21.0,139.0,160.0,544.0,"(-1, 5]",2,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",55.0,0.0,833.0,13.2,1.1,9.5,5.4,8.0,71.0,79.0,299.0,"(-1, 5]",3,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",52.0,27.0,1058.0,13.6,1.4,12.5,7.0,13.0,115.0,128.0,448.0,"(-1, 5]",1,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",55.0,9.0,1205.0,10.9,2.0,10.1,6.1,20.0,108.0,128.0,430.0,"(-1, 5]",1,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",20.0,0.0,66.0,3.6,0.0,9.2,4.6,0.0,5.0,5.0,17.0,"(-1, 5]",1,"(-1, 2]"
"(215, 227]","(155, 167]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",3.0,0.0,3.0,44.3,0.0,36.5,18.9,0.0,1.0,1.0,2.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",33.0,12.0,612.0,16.8,9.7,20.7,15.3,51.0,111.0,162.0,289.0,"(-1, 5]",1,"(-1, 2]"
"(215, 227]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",12.0,0.0,59.0,2.0,13.7,14.4,14.1,7.0,7.0,14.0,6.0,"(-1, 5]",1,"(-1, 2]"
"(215, 227]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",14.0,0.0,122.0,14.2,14.6,30.4,22.6,15.0,32.0,47.0,33.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",28.0,0.0,226.0,7.6,4.7,15.2,10.2,9.0,32.0,41.0,47.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",82.0,78.0,2381.0,10.2,3.3,11.2,7.3,70.0,244.0,314.0,729.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",59.0,3.0,866.0,12.2,4.9,15.9,10.5,39.0,127.0,166.0,246.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",80.0,71.0,2374.0,8.0,2.3,11.4,6.8,51.0,256.0,307.0,563.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",52.0,2.0,675.0,9.9,8.2,15.1,11.6,51.0,93.0,144.0,207.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",39.0,0.0,528.0,8.5,9.5,14.2,11.9,45.0,68.0,113.0,139.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",21.0,1.0,292.0,9.1,13.1,10.5,11.8,32.0,26.0,58.0,67.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",2.0,1.0,26.0,-5.7,4.4,9.3,6.8,1.0,2.0,3.0,0.0,"(5, 11]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",11.0,0.0,85.0,5.8,10.6,10.7,10.7,8.0,8.0,16.0,14.0,"(5, 11]",2,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",69.0,19.0,1368.0,12.9,3.7,12.6,8.3,42.0,150.0,192.0,518.0,"(-1, 5]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",59.0,28.0,1413.0,10.2,3.2,9.8,6.4,39.0,114.0,153.0,545.0,"(-1, 5]",3,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",43.0,0.0,499.0,3.7,1.5,10.3,5.8,7.0,46.0,53.0,107.0,"(5, 11]",1,"(5, 8]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",34.0,1.0,455.0,10.2,0.9,10.9,5.7,4.0,44.0,48.0,145.0,"(-1, 5]",3,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",12.0,0.0,159.0,8.9,2.6,9.3,5.8,4.0,13.0,17.0,58.0,"(-1, 5]",2,"(2, 5]"
"(191, 203]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",59.0,18.0,1334.0,12.7,2.2,10.7,6.5,27.0,137.0,164.0,432.0,"(-1, 5]",1,"(2, 5]"
"(215, 227]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",72.0,59.0,1904.0,13.8,8.6,17.7,13.1,145.0,291.0,436.0,723.0,"(-1, 5]",1,"(8, 11]"
"(215, 227]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",81.0,81.0,1718.0,12.8,8.7,22.5,15.6,129.0,336.0,465.0,584.0,"(-1, 5]",2,"(8, 11]"
"(215, 227]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",37.0,29.0,920.0,18.1,9.4,23.3,16.3,78.0,192.0,270.0,355.0,"(-1, 5]",3,"(8, 11]"
"(215, 227]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,40.0,2233.0,16.0,8.5,21.7,14.9,173.0,417.0,590.0,905.0,"(-1, 5]",1,"(8, 11]"
"(215, 227]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",53.0,53.0,1666.0,15.3,5.5,24.6,14.7,88.0,364.0,452.0,688.0,"(5, 11]",2,"(8, 11]"
"(215, 227]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",73.0,15.0,1274.0,9.8,2.7,19.7,11.4,30.0,228.0,258.0,425.0,"(5, 11]",1,"(8, 11]"
"(215, 227]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",57.0,6.0,1035.0,12.4,5.3,20.6,12.9,51.0,193.0,244.0,340.0,"(5, 11]",1,"(8, 11]"
"(215, 227]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",54.0,1.0,797.0,15.6,5.3,21.5,13.4,38.0,153.0,191.0,337.0,"(5, 11]",1,"(8, 11]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",80.0,77.0,2896.0,16.3,1.8,12.0,6.8,48.0,308.0,356.0,1399.0,"(-1, 5]",1,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",74.0,74.0,2489.0,19.4,2.3,10.9,6.5,52.0,234.0,286.0,1373.0,"(-1, 5]",2,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",26.0,23.0,732.0,21.2,2.3,11.3,6.8,15.0,73.0,88.0,383.0,"(-1, 5]",3,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",78.0,78.0,2983.0,21.3,2.3,9.1,5.8,59.0,255.0,314.0,1786.0,"(-1, 5]",2,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",78.0,78.0,2846.0,24.1,1.8,10.9,6.4,46.0,288.0,334.0,1873.0,"(-1, 5]",2,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",80.0,80.0,2613.0,28.0,2.4,11.4,7.0,56.0,285.0,341.0,1900.0,"(-1, 5]",2,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",79.0,79.0,2700.0,31.5,2.9,13.6,8.6,68.0,362.0,430.0,2375.0,"(5, 11]",2,"(5, 8]"
"(179, 191]","(83, 95]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",79.0,79.0,2638.0,24.6,2.7,11.4,7.3,61.0,292.0,353.0,1999.0,"(5, 11]",2,"(5, 8]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",70.0,8.0,804.0,11.2,3.7,16.3,10.1,24.0,111.0,135.0,296.0,"(-1, 5]",1,"(2, 5]"
"(191, 203]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",59.0,28.0,959.0,4.4,2.0,13.4,7.6,17.0,106.0,123.0,198.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",19.0,0.0,108.0,7.3,10.8,24.9,17.6,11.0,24.0,35.0,23.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",80.0,38.0,2159.0,11.6,1.2,9.4,5.2,21.0,166.0,187.0,586.0,"(5, 11]",1,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",79.0,0.0,1581.0,7.5,1.4,9.5,5.6,19.0,137.0,156.0,319.0,"(5, 11]",2,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",53.0,5.0,1237.0,8.5,0.9,6.6,3.8,9.0,76.0,85.0,276.0,"(5, 11]",2,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",45.0,13.0,1175.0,11.7,2.0,10.1,6.2,21.0,111.0,132.0,327.0,"(5, 11]",2,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",27.0,27.0,891.0,12.1,1.0,11.4,6.2,8.0,95.0,103.0,256.0,"(5, 11]",3,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",81.0,0.0,1529.0,9.5,1.1,8.3,4.8,16.0,121.0,137.0,350.0,"(5, 11]",1,"(11, 14]"
"(179, 191]","(71, 83]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",58.0,2.0,986.0,9.8,1.0,9.2,4.9,9.0,80.0,89.0,254.0,"(11, 17]",1,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",54.0,0.0,362.0,8.3,0.3,10.3,5.3,1.0,32.0,33.0,113.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",30.0,0.0,215.0,17.8,2.2,12.6,7.6,4.0,24.0,28.0,104.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",54.0,0.0,1020.0,15.9,1.0,10.9,5.9,9.0,95.0,104.0,477.0,"(-1, 5]",1,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",81.0,1.0,1641.0,11.3,1.2,10.0,5.4,17.0,135.0,152.0,535.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",54.0,1.0,540.0,11.1,1.7,10.8,6.3,8.0,50.0,58.0,178.0,"(5, 11]",1,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",13.0,0.0,88.0,1.3,1.2,6.0,3.7,1.0,5.0,6.0,15.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",3.0,0.0,20.0,6.7,0.0,5.7,2.9,0.0,1.0,1.0,7.0,"(5, 11]",3,"(8, 11]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",8.0,0.0,22.0,1.3,0.0,15.7,7.9,0.0,3.0,3.0,5.0,"(5, 11]",2,"(8, 11]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",81.0,20.0,1197.0,11.2,14.1,17.1,15.6,142.0,190.0,332.0,265.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",70.0,67.0,1771.0,14.1,12.2,19.3,15.8,199.0,324.0,523.0,537.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",80.0,80.0,2014.0,15.5,12.5,16.1,14.4,219.0,314.0,533.0,636.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",80.0,80.0,2389.0,16.5,13.0,15.5,14.2,282.0,333.0,615.0,905.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",21.0,0.0,158.0,11.6,13.3,17.8,15.5,18.0,24.0,42.0,53.0,"(5, 11]",1,"(5, 8]"
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",32.0,0.0,217.0,17.3,3.4,12.2,7.9,6.0,23.0,29.0,106.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",24.0,0.0,301.0,11.3,4.9,10.0,7.4,13.0,25.0,38.0,111.0,"(-1, 5]",1,"(-1, 2]"
"(179, 191]","(71, 83]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(23, 29]",57.0,12.0,793.0,15.0,3.8,12.2,7.9,27.0,81.0,108.0,291.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(23, 29]",47.0,32.0,1189.0,13.4,3.7,10.0,6.8,41.0,108.0,149.0,484.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(23, 29]",41.0,3.0,773.0,9.9,2.5,9.1,5.8,17.0,64.0,81.0,223.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(83, 95]",*,"(1973, 1979]",*,*,*,*,"(2009, 2015]","(23, 29]",14.0,0.0,191.0,11.0,1.8,8.8,5.4,3.0,15.0,18.0,51.0,"(-1, 5]",2,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",81.0,17.0,1606.0,14.5,2.8,14.5,8.5,43.0,207.0,250.0,493.0,"(-1, 5]",2,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(23, 29]",81.0,51.0,2133.0,13.7,2.0,11.0,6.5,39.0,212.0,251.0,556.0,"(-1, 5]",2,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2009, 2015]","(17, 23]",40.0,1.0,614.0,14.0,7.3,7.9,7.6,41.0,44.0,85.0,245.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",47.0,4.0,1070.0,15.7,5.7,9.3,7.5,57.0,90.0,147.0,515.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(107, 119]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",66.0,59.0,2048.0,15.6,6.5,11.7,9.0,125.0,214.0,339.0,951.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,70.0,2204.0,13.8,11.6,19.2,15.4,226.0,385.0,611.0,735.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",80.0,19.0,1742.0,14.3,11.2,19.4,15.4,162.0,296.0,458.0,569.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",63.0,0.0,1284.0,16.9,12.0,16.8,14.4,135.0,197.0,332.0,484.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",65.0,5.0,1459.0,14.4,9.7,17.5,13.6,125.0,220.0,345.0,517.0,"(-1, 5]",2,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",82.0,8.0,2351.0,16.0,9.8,17.1,13.5,200.0,358.0,558.0,1069.0,"(-1, 5]",1,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",62.0,17.0,1692.0,16.1,10.7,14.6,12.7,162.0,234.0,396.0,640.0,"(-1, 5]",3,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",73.0,55.0,1936.0,15.7,11.4,15.9,13.7,206.0,298.0,504.0,627.0,"(5, 11]",3,"(5, 8]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2015, 2021]","(29, 35]",23.0,16.0,487.0,13.8,8.6,14.8,11.7,38.0,65.0,103.0,207.0,"(5, 11]",2,"(5, 8]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",25.0,12.0,393.0,11.6,16.3,19.3,17.8,58.0,69.0,127.0,105.0,"(-1, 5]",2,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",39.0,0.0,496.0,12.3,9.2,25.4,17.0,44.0,113.0,157.0,133.0,"(-1, 5]",1,"(2, 5]"
"(203, 215]","(107, 119]",*,"(1985, 1991]",*,*,*,*,"(2015, 2021]","(23, 29]",67.0,16.0,1091.0,15.0,13.8,20.7,17.1,143.0,199.0,342.0,383.0,"(-1, 5]",2,"(2, 5]"
"(179, 191]","(83, 95]",*,"(1991, 1997]",*,*,*,*,"(2015, 2021]","(17, 23]",59.0,10.0,981.0,9.8,2.8,14.6,8.8,25.0,132.0,157.0,335.0,"(-1, 5]",1,"(-1, 2]"
"(191, 203]","(95, 107]",*,"(1985, 1991]",*,*,*,*,"(2009, 2015]","(17, 23]",8.0,0.0,32.0,5.2,0.0,6.7,3.5,0.0,2.0,2.0,10.0,"(-1, 5]",1,"(-1, 2]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(23, 29]",49.0,49.0,1664.0,16.0,4.9,13.8,9.0,71.0,177.0,248.0,661.0,"(5, 11]",1,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",78.0,78.0,2562.0,15.1,3.6,12.6,7.9,78.0,251.0,329.0,1098.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",63.0,63.0,2087.0,12.8,4.0,12.4,8.0,72.0,209.0,281.0,798.0,"(5, 11]",2,"(11, 14]"
"(203, 215]","(95, 107]",*,"(1979, 1985]",*,*,*,*,"(2009, 2015]","(29, 35]",82.0,81.0,2631.0,11.5,3.1,13.2,8.1,72.0,292.0,364.0,852.0,"(5, 11]",1,"(11, 14]"
